player,player_id,position,team_name,player_game_count,comp_pct_diff,ypa_diff,no_screen_accuracy_percent,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_interceptions,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_ypa,npa_accuracy_percent,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_def_gen_pressures,npa_drop_rate,npa_interceptions,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_ypa,pa_accuracy_percent,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_def_gen_pressures,pa_drop_rate,pa_interceptions,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_ypa,screen_accuracy_percent,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_def_gen_pressures,screen_drop_rate,screen_interceptions,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_ypa
Reese Poffenbarger,145346,QB,MIAMI FL,1,50.0,-1.6,66.7,3,12.3,3.68,0,0.0,66.7,2,0.0,0,100.0,72.9,33.3,0,1,16.7,3.7,50.0,2,18.5,4.0,0,0.0,50.0,2,0.0,0,100.0,60.4,40.0,0,1,20.0,4.0,100.0,5,-2.8,1.66,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.4,100.0,4,-3.5,1.55,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.3
Nate Hampton,147548,QB,LIBERTY,1,-28.57,-5.71,25.0,9,17.5,3.16,1,11.1,22.2,4,0.0,1,0.0,43.1,0.0,1,1,10.0,4.4,33.3,7,17.5,3.19,1,14.3,28.6,2,0.0,1,0.0,50.9,0.0,1,1,12.5,5.7,0.0,2,17.5,3.05,0,0.0,0.0,2,,0,0.0,39.6,0.0,0,0,0.0,0.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Jalen Macon,153929,QB,N ILLINOIS,1,-60.0,-7.5,85.7,7,4.7,2.97,0,0.0,57.1,4,33.3,0,0.0,79.5,0.0,0,0,0.0,7.1,100.0,2,7.0,3.15,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,12.5,80.0,5,3.8,2.82,0,0.0,40.0,4,50.0,0,0.0,56.3,0.0,0,0,0.0,5.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Cameran Brown,184894,QB,TEXAS TECH,2,33.33,1.66,28.6,7,8.3,1.81,0,0.0,28.6,0,0.0,1,,0.0,0.0,0,1,14.3,1.9,33.3,6,5.2,1.67,0,0.0,33.3,0,0.0,1,,2.8,0.0,0,1,16.7,0.7,66.7,3,5.0,1.83,0,0.0,66.7,0,0.0,0,,70.1,0.0,0,0,0.0,2.3,100.0,2,-6.0,1.4,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-1.0
Davis Beville,99588,QB,S CAROLINA,3,-30.0,-2.9,83.3,6,12.5,3.13,0,0.0,66.7,4,20.0,0,50.0,83.3,25.0,0,0,0.0,6.2,100.0,5,4.8,2.48,0,0.0,80.0,3,20.0,0,33.3,97.5,16.7,0,0,0.0,7.4,50.0,2,26.0,4.33,0,0.0,50.0,2,0.0,0,50.0,102.1,33.3,1,0,0.0,4.5,100.0,1,1.0,2.9,0,0.0,100.0,1,0.0,0,0.0,143.8,0.0,1,0,0.0,9.0
Dante Moore,173983,QB,OREGON,4,25.0,4.75,100.0,3,5.3,3.13,0,0.0,100.0,1,0.0,0,0.0,93.1,0.0,0,0,0.0,6.3,100.0,4,1.7,2.88,0,0.0,75.0,2,0.0,0,0.0,80.2,0.0,0,0,0.0,3.8,100.0,4,-0.5,2.13,0,0.0,100.0,0,0.0,0,,102.1,0.0,0,0,0.0,8.5,100.0,5,-3.3,2.08,0,0.0,80.0,1,0.0,0,0.0,91.7,0.0,0,0,0.0,6.0
Broc Lowry,173383,QB,W MICHIGAN,5,75.0,1.25,50.0,5,3.5,2.66,0,0.0,40.0,2,0.0,0,50.0,47.9,12.5,0,0,0.0,2.6,33.3,4,4.0,2.22,0,0.0,25.0,1,0.0,0,0.0,39.6,0.0,0,0,0.0,2.3,100.0,2,0.5,2.95,0,0.0,100.0,1,0.0,0,100.0,81.3,25.0,0,0,0.0,3.5,100.0,1,-1.0,1.6,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,3.0
JD Sherrod,172365,QB,KENT STATE,2,8.33,3.08,33.3,7,15.8,2.5,0,0.0,28.6,5,0.0,0,20.0,39.6,11.1,0,1,11.1,2.6,25.0,4,20.0,2.35,0,0.0,25.0,1,0.0,0,0.0,39.6,0.0,0,1,25.0,1.3,50.0,3,7.5,2.62,0,0.0,33.3,4,0.0,0,25.0,47.9,20.0,0,0,0.0,4.3,,0,,,0,,,0,,0,,0.0,,0,0,,
Brady Lichtenberg,144226,QB,CINCINNATI,2,16.67,0.0,60.0,5,9.8,3.3,0,0.0,60.0,3,0.0,0,100.0,72.9,33.3,0,0,0.0,5.0,50.0,2,7.0,2.92,0,0.0,50.0,3,0.0,0,100.0,64.6,60.0,0,0,0.0,5.0,66.7,3,11.7,3.78,0,0.0,66.7,0,0.0,0,,78.5,0.0,0,0,0.0,5.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Cole Pennington,156787,QB,MARSHALL,2,8.33,-1.5,60.0,5,9.4,2.65,0,0.0,60.0,2,0.0,0,0.0,127.5,0.0,1,1,12.5,8.6,66.7,3,6.3,2.1,0,0.0,66.7,0,0.0,0,,95.1,0.0,0,0,0.0,9.0,75.0,4,6.8,2.5,0,0.0,75.0,2,0.0,0,0.0,135.4,0.0,1,1,16.7,7.5,100.0,2,-0.5,1.45,0,0.0,100.0,0,0.0,0,,95.8,0.0,0,0,0.0,7.0
John-Keawe Sagapolutele,175709,QB,HAWAII,2,60.0,2.1,50.0,6,14.2,2.39,1,16.7,50.0,2,0.0,2,50.0,31.9,14.3,0,1,14.3,6.7,40.0,5,17.2,2.43,1,20.0,40.0,2,0.0,2,50.0,18.3,16.7,0,1,16.7,5.4,100.0,2,-1.5,1.85,0,0.0,100.0,0,0.0,0,,97.9,0.0,0,0,0.0,7.5,100.0,1,-2.0,1.6,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.0
Rickie Collins,172474,QB,LSU,3,0.0,0.0,100.0,3,5.7,2.72,0,0.0,100.0,1,0.0,0,0.0,101.4,0.0,0,0,0.0,8.3,100.0,2,6.5,3.0,0,0.0,100.0,1,0.0,0,0.0,95.8,0.0,0,0,0.0,7.0,100.0,3,0.0,2.2,0,0.0,100.0,1,0.0,0,0.0,95.8,0.0,0,0,0.0,7.0,100.0,2,-2.0,2.4,0,0.0,100.0,1,0.0,0,0.0,87.5,0.0,0,0,0.0,5.0
Kyle Lowe,156595,QB,GA STATE,2,-50.0,-3.0,60.0,6,17.4,3.24,0,0.0,33.3,5,33.3,0,20.0,84.0,14.3,1,1,12.5,3.5,66.7,6,14.2,2.32,0,0.0,50.0,3,25.0,0,0.0,95.8,0.0,1,1,14.3,3.0,,1,,5.0,0,0.0,0.0,2,,0,50.0,39.6,50.0,0,0,0.0,0.0,100.0,1,-2.0,1.2,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-3.0
Lex Thomas,170381,QB,NC STATE,2,25.0,-10.75,50.0,6,11.3,2.28,0,0.0,50.0,2,0.0,1,0.0,89.6,0.0,1,1,16.7,11.0,50.0,4,16.5,2.4,0,0.0,50.0,2,0.0,1,0.0,95.8,0.0,1,1,25.0,13.5,75.0,4,-0.8,1.85,0,0.0,75.0,0,0.0,0,,77.1,0.0,0,0,0.0,2.8,100.0,2,-2.5,1.65,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-0.5
Cameron Edge,162791,QB,MARYLAND,2,-71.43,-9.57,60.0,6,10.6,1.98,0,0.0,50.0,1,0.0,0,0.0,118.1,0.0,1,0,0.0,8.3,71.4,7,6.9,1.79,0,0.0,71.4,1,0.0,0,0.0,141.1,0.0,1,0,0.0,9.6,,1,,1.7,0,0.0,0.0,0,,0,,39.6,0.0,0,0,0.0,0.0,100.0,2,-2.5,1.15,0,0.0,100.0,0,0.0,0,,102.1,0.0,0,0,0.0,8.5
Ryan Staub,171906,QB,COLORADO,3,0.0,0.0,0.0,4,10.3,2.56,0,0.0,0.0,4,,0,25.0,39.6,14.3,0,0,0.0,0.0,0.0,3,7.5,2.65,0,0.0,0.0,4,,0,25.0,39.6,16.7,0,0,0.0,0.0,0.0,1,16.0,2.0,0,0.0,0.0,0,,0,,39.6,0.0,0,0,0.0,0.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Michael Johnson Jr.,97796,QB,SYRACUSE,1,-66.67,-10.33,66.7,3,21.7,4.22,1,33.3,66.7,3,0.0,0,33.3,100.7,16.7,0,0,0.0,10.3,66.7,3,21.7,3.85,1,33.3,66.7,4,0.0,0,50.0,100.7,33.3,0,0,0.0,10.3,,0,,4.8,0,,,0,,0,,0.0,0.0,0,0,0.0,,,0,,2.6,0,,,1,,0,100.0,0.0,100.0,0,0,0.0,
Ta'Quan Roberson,101625,QB,KANSAS ST,3,66.67,1.67,57.1,7,6.6,2.77,0,0.0,42.9,3,25.0,0,0.0,50.3,0.0,0,0,0.0,2.6,50.0,6,7.0,2.95,0,0.0,33.3,3,33.3,0,0.0,42.4,0.0,0,0,0.0,2.3,100.0,1,4.0,1.7,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Dylan Lonergan,172386,QB,ALABAMA,2,-83.33,-3.83,80.0,5,4.0,2.3,0,0.0,80.0,3,0.0,0,0.0,80.8,0.0,0,0,0.0,3.4,83.3,6,3.0,2.19,0,0.0,83.3,3,0.0,0,0.0,82.6,0.0,0,0,0.0,3.8,,0,,,0,,,0,,0,,0.0,,0,0,,,100.0,1,-2.0,1.5,0,0.0,100.0,0,0.0,0,,91.7,0.0,0,0,0.0,6.0
Jackson Brousseau,173480,QB,COLO STATE,1,60.0,1.8,75.0,5,4.5,3.38,0,0.0,40.0,2,33.3,1,0.0,8.3,0.0,0,1,16.7,2.2,75.0,5,3.8,2.86,0,0.0,40.0,2,33.3,1,0.0,8.3,0.0,0,1,20.0,2.2,100.0,1,-1.0,3.75,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0,100.0,1,-4.0,1.5,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
Cole Ballard,173062,QB,KANSAS,1,-25.0,6.75,83.3,6,7.3,3.07,0,0.0,83.3,0,0.0,0,,141.7,0.0,1,0,0.0,8.5,100.0,2,2.5,3.0,0,0.0,100.0,0,0.0,0,,122.9,0.0,1,0,0.0,4.0,75.0,4,9.8,3.13,0,0.0,75.0,0,0.0,0,,109.4,0.0,0,0,0.0,10.8,,0,,,0,,,0,,0,,0.0,,0,0,,
Aidan Leffler,163088,QB,BALL ST,2,-33.33,-1.0,50.0,3,17.5,1.9,0,0.0,33.3,1,0.0,0,0.0,42.4,0.0,0,0,0.0,1.7,66.7,6,10.3,1.93,0,0.0,33.3,2,0.0,0,0.0,42.4,0.0,0,0,0.0,1.0,,0,,,0,,,0,,0,,0.0,,0,0,,,100.0,3,-4.0,1.97,0,0.0,33.3,1,0.0,0,0.0,42.4,0.0,0,0,0.0,0.3
Haden Carlson,123620,QB,FIU,1,-66.67,-6.17,66.7,6,5.0,2.32,0,0.0,66.7,1,0.0,2,0.0,43.8,0.0,0,2,33.3,6.2,66.7,6,5.0,2.32,0,0.0,66.7,1,0.0,2,0.0,43.8,0.0,0,2,33.3,6.2,,0,,,0,,,0,,0,,0.0,,0,0,,,,0,,,0,,,0,,0,,0.0,,0,0,,
Kiael Kelly,145634,QB,BALL ST,5,-100.0,-4.33,0.0,2,13.0,3.33,0,0.0,0.0,2,,0,50.0,39.6,33.3,0,0,0.0,0.0,100.0,3,-5.3,2.0,0,0.0,100.0,1,0.0,0,100.0,84.7,25.0,0,0,0.0,4.3,0.0,2,13.0,3.7,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0,100.0,3,-5.3,1.8,0,0.0,100.0,0,0.0,0,,84.7,0.0,0,0,0.0,4.3
Keldric Luster,175287,QB,SMU,3,-33.33,0.0,0.0,2,37.0,4.22,0,0.0,0.0,3,,0,33.3,39.6,20.0,0,1,16.7,0.0,33.3,3,23.3,3.82,0,0.0,33.3,2,0.0,0,0.0,42.4,0.0,0,1,16.7,0.0,,0,,2.6,0,,,1,,0,100.0,0.0,100.0,0,0,0.0,,100.0,1,-4.0,0.6,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
Cameron Friel,146195,QB,UNLV,4,100.0,12.8,100.0,5,11.2,2.5,0,0.0,100.0,2,0.0,0,0.0,118.8,0.0,0,0,0.0,12.8,100.0,1,-6.0,3.4,0,0.0,0.0,0,100.0,0,,39.6,0.0,0,0,0.0,0.0,100.0,5,11.2,2.5,0,0.0,100.0,2,0.0,0,0.0,118.8,0.0,0,0,0.0,12.8,100.0,1,-6.0,3.4,0,0.0,0.0,0,100.0,0,,39.6,0.0,0,0,0.0,0.0
Jacobe Robinson,174006,QB,BOSTON COL,1,-66.67,-7.67,100.0,3,6.3,2.88,0,0.0,66.7,3,33.3,0,33.3,89.6,20.0,0,0,0.0,7.7,100.0,3,6.3,2.55,0,0.0,66.7,3,33.3,0,66.7,89.6,33.3,0,0,0.0,7.7,,0,,,0,,,0,,0,,0.0,,0,0,,,,0,,0.9,0,,,0,,0,,0.0,100.0,0,0,0.0,
Landry Lyddy,156581,QB,UAB,2,50.0,0.0,60.0,5,7.8,2.53,0,0.0,20.0,2,66.7,0,0.0,39.6,0.0,0,0,0.0,0.0,33.3,3,13.0,2.45,0,0.0,0.0,1,100.0,0,0.0,39.6,0.0,0,0,0.0,0.0,100.0,2,0.0,2.7,0,0.0,50.0,1,50.0,0,0.0,56.3,0.0,0,0,0.0,0.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Jacob Conover,70963,QB,UTAH ST,1,-66.67,-16.67,100.0,1,6.0,3.83,0,0.0,100.0,3,0.0,0,33.3,118.8,33.3,0,0,0.0,18.0,100.0,1,6.0,3.83,0,0.0,100.0,3,0.0,0,33.3,118.8,33.3,0,0,0.0,18.0,50.0,3,-4.0,1.63,0,0.0,33.3,1,0.0,0,0.0,42.4,0.0,0,0,0.0,1.3,50.0,3,-4.0,1.63,0,0.0,33.3,1,0.0,0,0.0,42.4,0.0,0,0,0.0,1.3
Walker White,184413,QB,AUBURN,1,40.0,3.6,40.0,5,10.0,2.15,0,0.0,40.0,0,0.0,0,,50.4,0.0,0,1,16.7,3.6,,0,,,0,,,0,,0,,0.0,,0,0,,,40.0,5,10.0,2.15,0,0.0,40.0,0,0.0,0,,50.4,0.0,0,1,16.7,3.6,,0,,,0,,,0,,0,,0.0,,0,0,,
Drake Lindsey,184727,QB,MINNESOTA,2,33.33,10.0,100.0,5,9.0,2.77,0,0.0,80.0,0,0.0,0,,147.9,0.0,1,0,0.0,10.0,100.0,3,8.0,1.57,0,0.0,66.7,0,0.0,0,,122.2,0.0,1,0,0.0,6.0,100.0,2,10.0,3.97,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,16.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Miles O'Neill,191260,QB,TEXAS A&M,1,-83.33,-8.5,83.3,6,7.5,2.67,0,0.0,83.3,1,0.0,0,0.0,141.7,0.0,1,0,0.0,8.5,83.3,6,7.5,2.67,0,0.0,83.3,1,0.0,0,0.0,141.7,0.0,1,0,0.0,8.5,,0,,,0,,,0,,0,,0.0,,0,0,,,,0,,,0,,,0,,0,,0.0,,0,0,,
Trey Owens,184514,QB,TEXAS,1,-50.0,-4.75,100.0,3,8.5,2.38,0,0.0,66.7,1,0.0,0,0.0,84.0,0.0,0,0,0.0,6.3,100.0,4,4.7,1.83,0,0.0,50.0,0,33.3,0,,63.5,0.0,0,0,0.0,4.8,,0,,3.2,0,,,1,,0,0.0,0.0,0.0,0,0,0.0,,100.0,1,-3.0,1.0,0,0.0,0.0,0,100.0,0,,39.6,0.0,0,0,0.0,0.0
Harrison Barker,121479,QB,UAB,3,0.0,5.17,100.0,1,18.0,3.7,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,20.0,100.0,3,-4.3,0.93,0,0.0,100.0,0,0.0,0,,145.1,0.0,1,0,0.0,9.3,100.0,2,7.0,2.55,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,14.5,100.0,4,-4.3,1.05,0,0.0,100.0,0,0.0,0,,144.8,0.0,1,0,0.0,9.3
Jacob Knuth,157493,QB,KANSAS ST,2,-100.0,-9.0,100.0,2,3.5,3.36,0,0.0,100.0,1,0.0,0,0.0,104.2,0.0,0,1,20.0,9.0,100.0,2,3.5,2.63,0,0.0,100.0,1,0.0,0,0.0,104.2,0.0,0,0,0.0,9.0,,0,,4.45,0,,,0,,0,,0.0,0.0,0,1,50.0,,,0,,,0,,,0,,0,,0.0,,0,0,,
Trent Pearman,156233,QB,CLEMSON,3,16.67,0.67,25.0,4,9.5,1.78,0,0.0,25.0,2,0.0,1,0.0,0.0,0.0,0,0,0.0,1.0,33.3,3,10.7,1.73,0,0.0,33.3,2,0.0,1,0.0,2.8,0.0,0,0,0.0,1.3,50.0,2,1.0,1.8,0,0.0,50.0,0,0.0,0,,56.3,0.0,0,0,0.0,2.0,100.0,1,-4.0,1.7,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
Cole Tannenbaum,158746,QB,ARIZONA,2,-25.0,-0.75,0.0,4,12.5,2.45,0,0.0,0.0,1,,1,0.0,0.0,0.0,0,0,0.0,0.0,25.0,4,8.5,1.98,0,0.0,25.0,0,0.0,1,,0.0,0.0,0,0,0.0,0.8,0.0,1,12.0,3.1,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0,100.0,1,-4.0,1.2,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,3.0
Tucker McDonald,171056,QB,UCONN,2,-60.0,-4.0,50.0,2,11.5,2.45,0,0.0,50.0,0,0.0,0,,56.3,0.0,0,0,0.0,1.5,80.0,5,3.0,1.72,0,0.0,60.0,0,25.0,0,,68.8,0.0,0,0,0.0,4.0,,0,,,0,,,0,,0,,0.0,,0,0,,,100.0,3,-2.7,1.23,0,0.0,66.7,0,33.3,0,,81.3,0.0,0,0,0.0,5.7
KJ Jackson,184386,QB,ARKANSAS,1,-100.0,-14.75,100.0,3,12.3,3.45,0,0.0,100.0,3,0.0,0,0.0,118.8,0.0,0,0,0.0,16.3,100.0,4,7.8,3.02,0,0.0,100.0,3,0.0,0,0.0,118.8,0.0,0,0,0.0,14.8,,0,,,0,,,0,,0,,0.0,,0,0,,,100.0,1,-6.0,1.3,0,0.0,100.0,0,0.0,0,,108.3,0.0,0,0,0.0,10.0
Pierce Clarkson,174699,QB,LOUISVILLE,1,-75.0,-2.75,100.0,3,2.0,3.33,0,0.0,66.7,4,0.0,0,25.0,72.9,25.0,0,0,0.0,3.7,100.0,4,0.3,2.93,0,0.0,75.0,3,0.0,0,0.0,77.1,0.0,0,0,0.0,2.8,,0,,3.1,0,,,1,,0,100.0,0.0,100.0,0,0,0.0,,100.0,1,-3.0,1.5,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
Donovan Leary,158213,QB,ILLINOIS,2,-40.0,-5.8,75.0,4,6.3,1.98,0,0.0,50.0,0,33.3,0,,74.0,0.0,0,0,0.0,7.3,75.0,5,6.3,2.12,0,0.0,40.0,1,33.3,0,0.0,59.6,0.0,0,0,0.0,5.8,,0,,,0,0.0,,0,,0,,0.0,,0,0,0.0,,,1,,2.7,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0
AJ Swann,157186,QB,LSU,2,-50.0,-2.5,33.3,3,10.7,2.7,0,0.0,33.3,0,0.0,0,,42.4,0.0,0,0,0.0,2.7,50.0,4,6.8,2.35,0,0.0,50.0,0,0.0,0,,56.3,0.0,0,0,0.0,2.5,,0,,,0,,,0,,0,,0.0,,0,0,,,100.0,1,-5.0,1.3,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.0
Navy Shuler,122254,QB,TENNESSEE,1,50.0,5.0,0.0,1,7.0,1.6,0,0.0,0.0,0,,0,,39.6,0.0,0,0,0.0,0.0,0.0,1,7.0,1.6,0,0.0,0.0,0,,0,,39.6,0.0,0,0,0.0,0.0,100.0,2,-2.0,2.6,0,0.0,50.0,1,50.0,0,100.0,64.6,33.3,0,0,0.0,5.0,100.0,2,-2.0,2.6,0,0.0,50.0,1,50.0,0,100.0,64.6,33.3,0,0,0.0,5.0
Jalyn Gramstad,180656,QB,NEBRASKA,1,-50.0,-5.5,0.0,2,11.5,2.93,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0,50.0,2,3.0,2.97,0,0.0,50.0,1,0.0,0,0.0,66.7,0.0,0,0,0.0,5.5,0.0,1,17.0,1.7,0,0.0,0.0,0,,0,,39.6,0.0,0,0,0.0,0.0,100.0,1,0.0,1.8,0,0.0,100.0,0,0.0,0,,112.5,0.0,0,0,0.0,11.0
Cole Welliver,184039,QB,UCONN,1,-66.67,-3.33,75.0,4,3.3,2.18,0,0.0,50.0,0,33.3,0,,56.3,0.0,0,0,0.0,2.5,66.7,3,3.7,2.0,0,0.0,66.7,0,0.0,0,,71.5,0.0,0,0,0.0,3.3,100.0,1,2.0,2.7,0,0.0,0.0,0,100.0,0,,39.6,0.0,0,0,0.0,0.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Gerry Bohanon,77636,QB,BYU,2,-33.33,-5.67,66.7,3,13.3,3.33,0,0.0,66.7,1,0.0,1,0.0,52.8,0.0,0,1,33.3,8.3,100.0,1,-3.0,1.8,0,0.0,100.0,0,0.0,0,,112.5,0.0,0,0,0.0,11.0,66.7,3,13.0,3.3,0,0.0,66.7,2,0.0,1,0.0,40.3,0.0,0,1,33.3,5.3,100.0,1,-4.0,1.7,0,0.0,100.0,1,0.0,0,0.0,79.2,0.0,0,0,0.0,2.0
Lucas Scheerhorn,190304,QB,KENNESAW,1,-33.33,-0.33,0.0,3,11.5,3.67,0,0.0,0.0,1,,1,0.0,0.0,0.0,0,1,33.3,0.0,50.0,3,1.5,3.27,0,0.0,33.3,1,0.0,0,0.0,42.4,0.0,0,0,0.0,0.3,0.0,1,17.0,2.6,0,0.0,0.0,0,,1,,0.0,0.0,0,1,100.0,0.0,100.0,1,-3.0,1.4,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,1.0
Holden Geriner,157045,QB,AUBURN,2,0.0,13.0,100.0,2,9.0,2.93,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,16.5,100.0,1,5.0,3.3,0,0.0,100.0,0,0.0,0,,108.3,0.0,0,0,0.0,10.0,100.0,1,13.0,2.2,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,23.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Nate Johnson,158489,QB,VANDERBILT,3,-100.0,-12.0,50.0,3,9.5,3.63,0,0.0,33.3,2,0.0,0,0.0,46.5,0.0,0,1,25.0,4.0,100.0,1,10.0,2.2,0,0.0,100.0,1,0.0,0,0.0,116.7,0.0,0,0,0.0,12.0,0.0,2,9.0,4.35,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,1,50.0,0.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Christian Gelov,123074,QB,PURDUE,1,-33.33,-8.67,66.7,3,14.0,2.57,1,33.3,33.3,1,50.0,0,0.0,66.0,0.0,0,0,0.0,8.7,66.7,3,14.0,2.57,1,33.3,33.3,1,50.0,0,0.0,66.0,0.0,0,0,0.0,8.7,,0,,,0,,,0,,0,,0.0,,0,0,,,,0,,,0,,,0,,0,,0.0,,0,0,,
Champ Long,170197,QB,MARYLAND,1,100.0,10.0,0.0,1,19.0,2.8,0,0.0,0.0,2,,0,50.0,39.6,50.0,0,0,0.0,0.0,0.0,1,19.0,2.8,0,0.0,0.0,2,,0,50.0,39.6,50.0,0,0,0.0,0.0,100.0,1,-3.0,2.1,0,0.0,100.0,1,0.0,0,0.0,108.3,0.0,0,0,0.0,10.0,100.0,1,-3.0,2.1,0,0.0,100.0,1,0.0,0,0.0,108.3,0.0,0,0,0.0,10.0
Xavier Ward,146492,QB,S JOSE ST,1,100.0,16.0,66.7,3,16.3,2.63,0,0.0,33.3,0,50.0,1,,12.5,0.0,0,1,33.3,5.3,50.0,2,18.0,2.65,0,0.0,0.0,0,100.0,1,,0.0,0.0,0,1,50.0,0.0,100.0,1,13.0,2.6,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,16.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Shay Smith,188323,QB,UTEP,1,-100.0,-7.0,100.0,1,1.0,2.85,0,0.0,100.0,1,0.0,0,100.0,112.5,50.0,0,0,0.0,11.0,100.0,2,0.5,2.3,0,0.0,100.0,1,0.0,0,100.0,95.8,33.3,0,0,0.0,7.0,,0,,,0,,,0,,0,,0.0,,0,0,,,100.0,1,0.0,1.2,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,3.0
Jaxon Potter,176687,QB,WASH STATE,1,0.0,-4.0,100.0,2,12.5,2.4,1,33.3,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,13.0,100.0,2,8.0,2.1,1,33.3,100.0,0,0.0,0,,112.5,0.0,0,0,0.0,11.0,100.0,1,7.0,2.0,0,0.0,100.0,0,0.0,0,,95.8,0.0,0,0,0.0,7.0,100.0,1,-2.0,1.4,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,3.0
Stephen Kittleman,126906,QB,TULSA,2,0.0,28.5,100.0,2,16.5,2.2,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,26.5,100.0,1,-4.0,0.7,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-2.0,100.0,2,16.5,2.2,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,26.5,100.0,1,-4.0,0.7,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-2.0
Trenton Bourguet,97285,QB,ARIZONA ST,1,66.67,23.67,0.0,1,20.0,2.9,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0,,0,,,0,,,0,,0,,0.0,,0,0,,,66.7,3,4.3,1.77,0,0.0,66.7,1,0.0,0,0.0,149.3,0.0,1,0,0.0,23.7,100.0,2,-3.5,1.2,0,0.0,100.0,0,0.0,0,,158.3,0.0,1,0,0.0,35.5
